PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME,TEAM_NAME_CURRENT,TEAM_CITY,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_YEAR,DRAFT_NUMBER,IMAGE_NAME,SEASON_ID,DATA_TYPE,Team_ID
1631128,00,0.0,237,87,5512.0,841,1593,0.527934714375,186,484,0.384297520661,310,412,0.752427184466,225,672,897,396,168,89,171,408,2178,Christian Braun,Nuggets,Denver,Guard,6-6,220,USA,2001-04-17T00:00:00,2022,21,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png,2024-25,Carreer,
1631132,00,0.0,95,19,1143.0,112,216,0.518518518518,1,16,0.0625,47,73,0.643835616438,119,144,263,47,29,73,32,172,272,Christian Koloko,Lakers,Los Angeles,Center,7-0,225,Cameroon,2000-06-20T00:00:00,2022,33,https://cdn.nba.com/headshots/nba/latest/1040x760/1631132.png,2024-25,Carreer,
1629643,00,0.0,198,58,4027.0,454,1173,0.387041773231,227,708,0.320621468926,107,136,0.786764705882,154,597,751,291,178,86,131,207,1242,Chuma Okeke,Cavaliers,Cleveland,Forward,6-7,229,USA,1998-08-18T00:00:00,2019,16,https://cdn.nba.com/headshots/nba/latest/1040x760/1629643.png,2024-25,Carreer,
203991,00,0.0,664,587,17403.0,3470,5628,0.616560056858,0,6,0.0,1014,1863,0.544283413848,2432,4553,6985,676,450,951,704,1558,7954,Clint Capela,Hawks,Atlanta,Center,6-10,256,Switzerland,1994-05-18T00:00:00,2014,25,https://cdn.nba.com/headshots/nba/latest/1040x760/203991.png,2024-25,Carreer,
1629632,00,0.0,422,225,12566.0,2278,5262,0.432915241353,985,2667,0.369328833895,864,999,0.864864864864,158,1381,1539,1618,292,72,752,895,6405,Coby White,Bulls,Chicago,Guard,6-5,195,USA,2000-02-16T00:00:00,2019,7,https://cdn.nba.com/headshots/nba/latest/1040x760/1629632.png,2024-25,Carreer,
1628998,00,0.0,259,54,5677.0,608,1394,0.436154949784,168,545,0.308256880733,209,316,0.661392405063,252,709,961,580,256,104,242,402,1593,Cody Martin,Suns,Phoenix,Forward,6-6,205,USA,1995-09-28T00:00:00,2019,36,https://cdn.nba.com/headshots/nba/latest/1040x760/1628998.png,2024-25,Carreer,
1642262,00,0.0,50,21,1059.0,83,257,0.322957198443,35,135,0.259259259259,29,40,0.725,27,86,113,59,23,16,44,95,230,Cody Williams,Jazz,Utah,Forward,6-7,190,USA,2004-11-20T00:00:00,2024,10,https://cdn.nba.com/headshots/nba/latest/1040x760/1642262.png,2024-25,Carreer,
1641732,00,0.0,69,0,706.0,87,200,0.435,18,71,0.25352112676,29,46,0.630434782608,38,89,127,64,33,18,33,66,221,Colby Jones,Wizards,Washington,Guard,6-6,207,USA,2002-05-28T00:00:00,2023,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1641732.png,2024-25,Carreer,
1630175,00,0.0,320,125,7935.0,1415,3380,0.418639053254,435,1262,0.344690966719,750,885,0.847457627118,227,1145,1372,1223,222,135,596,753,4015,Cole Anthony,Magic,Orlando,Guard,6-2,185,USA,2000-05-15T00:00:00,2020,15,https://cdn.nba.com/headshots/nba/latest/1040x760/1630175.png,2024-25,Carreer,
1631306,00,0.0,35,0,297.0,40,110,0.363636363636,28,85,0.329411764705,2,3,0.666666666666,7,34,41,12,5,3,12,19,110,Cole Swider,,,Forward,6-8,220,USA,1999-05-08T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631306.png,2024-25,Carreer,
1630658,00,0.0,42,4,491.0,55,114,0.48245614035,2,16,0.125,35,44,0.795454545454,59,75,134,31,10,10,26,62,147,Colin Castleton,Raptors,Toronto,Center,6-10,250,USA,2000-05-25T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630658.png,2024-25,Carreer,
1631221,00,0.0,57,9,686.0,100,227,0.440528634361,54,128,0.421875,27,34,0.794117647058,23,76,99,105,34,5,31,54,281,Collin Gillespie,Suns,Phoenix,Guard,6-1,195,USA,1999-06-25T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png,2024-25,Carreer,
1630557,00,0.0,292,103,7563.0,1166,2458,0.474369406021,579,1514,0.382430647291,318,395,0.805063291139,152,670,822,431,134,61,267,429,3229,Corey Kispert,Wizards,Washington,Forward,6-6,224,USA,1999-03-03T00:00:00,2021,15,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png,2024-25,Carreer,
202709,00,0.0,866,191,18296.0,2228,5061,0.440229203714,525,1501,0.349766822118,847,1078,0.785714285714,413,1681,2094,2517,626,183,850,1355,5828,Cory Joseph,Magic,Orlando,Guard,6-2,200,Canada,1991-08-20T00:00:00,2011,29,https://cdn.nba.com/headshots/nba/latest/1040x760/202709.png,2024-25,Carreer,
1641854,00,0.0,102,7,1162.0,188,368,0.510869565217,33,82,0.40243902439,64,88,0.727272727272,40,136,176,189,38,30,83,65,473,Craig Porter Jr.,Cavaliers,Cleveland,Guard,6-1,180,USA,2000-02-26T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png,2024-25,Carreer,
1642385,00,,5,0,10.0,1,7,0.142857,0,3,0.0,1,2,0.5,0,2,2,0,0,0,0,0,3,Cui Yongxi,,,Forward,6-5,190,China,2003-05-28T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1642385.png,2024-25,Carreer,0.0
1626156,00,0.0,629,536,18745.0,3908,9151,0.427057152223,1576,4321,0.364730386484,1476,1855,0.795687331536,302,1814,2116,3586,666,207,1646,1201,10868,D'Angelo Russell,Nets,Brooklyn,Guard,6-3,193,USA,1996-02-23T00:00:00,2015,2,https://cdn.nba.com/headshots/nba/latest/1040x760/1626156.png,2024-25,Carreer,
1630618,00,0.0,8,0,68.0,4,15,0.266666666666,1,7,0.142857142857,5,6,0.833333333333,2,6,8,6,3,0,5,4,14,D.J. Carton,,,Guard,6-3,200,USA,2000-08-05T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630618.png,2024-25,Carreer,
1629610,00,0.0,111,25,1760.0,195,470,0.414893617021,82,260,0.315384615384,36,46,0.782608695652,59,172,231,88,45,37,54,169,508,DaQuan Jeffries,Hornets,Charlotte,Guard-Forward,6-5,222,USA,1997-08-30T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1629610.png,2024-25,Carreer,
1631342,00,0.0,6,0,71.0,16,25,0.64,9,17,0.529411764705,2,2,1.0,4,7,11,2,0,0,4,10,43,Daeqwon Plowden,Hawks,Atlanta,Guard-Forward,6-6,216,USA,1998-08-29T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png,2024-25,Carreer,
1630227,00,0.0,99,7,1238.0,117,329,0.355623100303,53,184,0.28804347826,44,74,0.594594594594,26,112,138,181,51,7,121,83,331,Daishen Nix,,,Guard,6-4,238,USA,2002-02-13T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630227.png,2024-25,Carreer,
1630625,00,0.0,216,19,3141.0,538,1339,0.401792382374,159,523,0.304015296367,228,313,0.728434504792,120,362,482,422,117,77,234,224,1463,Dalano Banton,Trail Blazers,Portland,Forward,6-8,203,Canada,1999-11-07T00:00:00,2021,46,https://cdn.nba.com/headshots/nba/latest/1040x760/1630625.png,2024-25,Carreer,
1631207,00,0.0,170,7,1881.0,221,497,0.444668008048,61,205,0.297560975609,88,133,0.661654135338,79,195,274,200,82,38,93,219,591,Dalen Terry,Bulls,Chicago,Forward,6-7,195,USA,2002-07-12T00:00:00,2022,18,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png,2024-25,Carreer,
1642261,00,0.0,78,16,1493.0,257,557,0.461400359066,128,340,0.376470588235,64,84,0.761904761904,37,179,216,66,24,8,37,93,706,Dalton Knecht,Lakers,Los Angeles,Forward,6-6,215,USA,2001-04-19T00:00:00,2024,17,https://cdn.nba.com/headshots/nba/latest/1040x760/1642261.png,2024-25,Carreer,
203081,00,0.0,900,900,32610.0,7266,16568,0.438556253017,2804,7556,0.371095817893,5262,5853,0.89902614044,534,3311,3845,6069,874,267,2541,1708,22598,Damian Lillard,Bucks,Milwaukee,Guard,6-2,195,USA,1990-07-15T00:00:00,2012,6,https://cdn.nba.com/headshots/nba/latest/1040x760/203081.png,2024-25,Carreer,
1641878,00,0.0,15,2,370.0,42,130,0.323076923076,12,56,0.214285714285,13,15,0.866666666666,14,36,50,56,15,2,31,22,109,Damion Baugh,Hornets,Charlotte,Guard,6-4,194,USA,2000-08-03T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641878.png,2024-25,Carreer,
1627814,00,0.0,315,58,6188.0,855,1973,0.433350228079,386,1032,0.374031007751,371,421,0.881235154394,142,860,1002,421,195,28,248,477,2467,Damion Lee,Suns,Phoenix,Guard-Forward,6-6,210,USA,1992-10-21T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1627814.png,2024-25,Carreer,
1629655,00,0.0,378,215,7489.0,1453,2048,0.70947265625,0,1,0.0,591,879,0.672354948805,814,1313,2127,397,190,584,360,932,3497,Daniel Gafford,Mavericks,Dallas,Forward-Center,6-10,265,USA,1998-10-01T00:00:00,2019,38,https://cdn.nba.com/headshots/nba/latest/1040x760/1629655.png,2024-25,Carreer,
1628464,00,0.0,411,160,7732.0,1154,2148,0.537243947858,195,599,0.325542570951,401,552,0.726449275362,605,1334,1939,514,190,339,325,1019,2904,Daniel Theis,,,Forward-Center,6-8,245,Germany,1992-04-04T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1628464.png,2024-25,Carreer,
203957,00,0.0,320,102,6005.0,734,1688,0.434834123222,243,708,0.343220338983,280,366,0.765027322404,120,503,623,728,135,52,379,548,1991,Danté Exum,Mavericks,Dallas,Guard,6-5,214,Australia,1995-07-13T00:00:00,2014,5,https://cdn.nba.com/headshots/nba/latest/1040x760/203957.png,2024-25,Carreer,
203967,00,0.0,493,230,11078.0,1826,4116,0.443634596695,638,1771,0.360248447204,823,983,0.837232960325,678,1948,2626,940,278,97,721,985,5113,Dario Šarić,Nuggets,Denver,Forward-Center,6-10,225,Croatia,1994-04-08T00:00:00,2014,12,https://cdn.nba.com/headshots/nba/latest/1040x760/203967.png,2024-25,Carreer,
1641727,00,0.0,22,0,270.0,40,101,0.39603960396,33,77,0.428571428571,4,7,0.571428571428,4,29,33,15,6,2,15,22,117,Dariq Whitehead,Nets,Brooklyn,Guard-Forward,6-6,220,USA,2004-08-01T00:00:00,2023,22,https://cdn.nba.com/headshots/nba/latest/1040x760/1641727.png,2024-25,Carreer,
1629636,00,0.0,382,378,12692.0,2635,5818,0.452904778274,897,2313,0.387808041504,1037,1196,0.867056856187,194,821,1015,2558,447,44,1127,703,7204,Darius Garland,Cavaliers,Cleveland,Guard,6-1,192,USA,2000-01-26T00:00:00,2019,5,https://cdn.nba.com/headshots/nba/latest/1040x760/1629636.png,2024-25,Carreer,
1630561,00,0.0,55,7,654.0,91,218,0.41743119266,16,61,0.262295081967,33,43,0.767441860465,44,67,111,47,27,8,32,72,231,David Duke Jr.,Spurs,San Antonio,Guard,6-4,204,USA,1999-10-13T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630561.png,2024-25,Carreer,
1631223,00,0.0,168,20,2845.0,402,954,0.421383647798,132,437,0.302059496567,108,159,0.679245283018,116,372,488,174,70,39,136,199,1044,David Roddy,Rockets,Houston,Forward,6-4,255,USA,2001-03-27T00:00:00,2022,23,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png,2024-25,Carreer,
1630558,00,0.0,301,69,6651.0,902,2041,0.441940225379,305,886,0.344243792325,169,242,0.698347107438,103,430,533,995,188,58,347,523,2278,Davion Mitchell,Heat,Miami,Guard,6-0,202,USA,1998-09-05T00:00:00,2021,9,https://cdn.nba.com/headshots/nba/latest/1040x760/1630558.png,2024-25,Carreer,
1628368,00,0.0,531,517,17660.0,4210,8959,0.469918517691,815,2467,0.330360762059,2164,2900,0.746206896551,330,1752,2082,3262,756,221,1449,1383,11399,De'Aaron Fox,Spurs,San Antonio,Guard,6-3,185,USA,1997-12-20T00:00:00,2017,5,https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png,2024-25,Carreer,
1629631,00,0.0,327,246,9819.0,1695,3753,0.451638689048,587,1572,0.373409669211,862,1052,0.81939163498,208,1128,1336,497,224,97,448,896,4839,De'Andre Hunter,Cavaliers,Cleveland,Forward-Guard,6-8,221,USA,1997-12-02T00:00:00,2019,4,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png,2024-25,Carreer,
1629001,00,0.0,356,148,8147.0,1152,2810,0.409964412811,542,1470,0.368707482993,385,494,0.77935222672,265,1051,1316,988,502,172,488,728,3231,De'Anthony Melton,Nets,Brooklyn,Guard,6-3,200,USA,1998-05-28T00:00:00,2018,46,https://cdn.nba.com/headshots/nba/latest/1040x760/1629001.png,2024-25,Carreer,
201599,00,0.0,1111,791,27867.0,3856,5725,0.673537117903,2,13,0.153846153846,1769,3728,0.474517167381,3191,7594,10785,1045,571,1567,1442,2684,9483,DeAndre Jordan,Nuggets,Denver,Center,6-11,265,USA,1988-07-21T00:00:00,2008,35,https://cdn.nba.com/headshots/nba/latest/1040x760/201599.png,2024-25,Carreer,
201942,00,0.0,1187,1175,41227.0,9064,19315,0.469272586073,615,2047,0.300439667806,6549,7778,0.84199022885,835,4373,5208,4869,1170,393,2379,2659,25292,DeMar DeRozan,Kings,Sacramento,Guard-Forward,6-6,220,USA,1989-08-07T00:00:00,2009,9,https://cdn.nba.com/headshots/nba/latest/1040x760/201942.png,2024-25,Carreer,
1629028,00,0.0,398,391,12270.0,2905,4926,0.589727974015,28,122,0.229508196721,704,932,0.755364806866,1219,2948,4167,649,292,380,688,1051,6542,Deandre Ayton,Trail Blazers,Portland,Center,7-0,252,Bahamas,1998-07-23T00:00:00,2018,1,https://cdn.nba.com/headshots/nba/latest/1040x760/1629028.png,2024-25,Carreer,
1627749,00,0.0,503,432,14745.0,3106,6853,0.453232161097,604,1776,0.34009009009,987,1249,0.790232185748,455,2470,2925,2718,741,139,1061,901,7803,Dejounte Murray,Pelicans,New Orleans,Guard,6-4,180,USA,1996-09-19T00:00:00,2016,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1627749.png,2024-25,Carreer,
1626153,00,0.0,548,92,11174.0,1337,2994,0.446559786239,362,1039,0.348411934552,620,776,0.798969072164,426,1224,1650,1636,655,188,477,562,3656,Delon Wright,Knicks,New York,Guard,6-5,185,USA,1992-04-26T00:00:00,2015,20,https://cdn.nba.com/headshots/nba/latest/1040x760/1626153.png,2024-25,Carreer,
1630166,00,0.0,359,209,9679.0,1441,3117,0.462303496952,417,1236,0.337378640776,746,991,0.752774974772,342,1894,2236,1008,287,159,599,895,4045,Deni Avdija,Trail Blazers,Portland,Forward,6-9,240,Israel,2001-01-03T00:00:00,2020,9,https://cdn.nba.com/headshots/nba/latest/1040x760/1630166.png,2024-25,Carreer,
1641726,00,0.0,91,71,2127.0,355,487,0.728952772073,0,2,0.0,87,154,0.564935064935,239,409,648,145,56,133,91,244,797,Dereck Lively II,Mavericks,Dallas,Center,7-1,230,USA,2004-02-12T00:00:00,2023,12,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png,2024-25,Carreer,
1627884,00,0.0,497,218,10086.0,1349,2660,0.507142857142,321,987,0.325227963525,571,809,0.705809641532,594,1036,1630,366,345,314,311,932,3590,Derrick Jones Jr.,Clippers,LA,Forward,6-6,210,USA,1997-02-15T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png,2024-25,Carreer,
1628401,00,0.0,494,378,14079.0,2213,4937,0.44824792384,944,2560,0.36875,1029,1208,0.851821192052,296,1512,1808,2065,405,446,694,1035,6399,Derrick White,Celtics,Boston,Guard,6-4,190,USA,1994-07-02T00:00:00,2017,29,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png,2024-25,Carreer,
1630217,00,0.0,313,261,9274.0,2045,4333,0.47195938149,812,1979,0.410308236483,678,768,0.8828125,218,1220,1438,1179,312,117,577,755,5580,Desmond Bane,Grizzlies,Memphis,Guard,6-5,215,USA,1998-06-25T00:00:00,2020,30,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png,2024-25,Carreer,
1626164,00,0.0,673,648,23148.0,5749,12390,0.46400322841,1424,4024,0.353876739562,3530,4042,0.873330034636,424,2294,2718,3522,577,190,2035,1972,16452,Devin Booker,Suns,Phoenix,Guard,6-6,206,USA,1996-10-30T00:00:00,2015,13,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png,2024-25,Carreer,
1642269,00,0.0,36,0,395.0,47,127,0.370078740157,18,61,0.295081967213,26,44,0.590909090909,19,57,76,41,21,4,18,39,138,Devin Carter,Kings,Sacramento,Guard,6-2,195,USA,2002-03-18T00:00:00,2024,13,https://cdn.nba.com/headshots/nba/latest/1040x760/1642269.png,2024-25,Carreer,
1628415,00,0.0,492,465,14502.0,2588,6173,0.419245099627,892,2514,0.354813046937,902,1122,0.803921568627,381,1213,1594,982,449,124,704,1626,6970,Dillon Brooks,Rockets,Houston,Guard-Forward,6-6,225,Canada,1996-01-22T00:00:00,2017,45,https://cdn.nba.com/headshots/nba/latest/1040x760/1628415.png,2024-25,Carreer,
1641794,00,0.0,54,3,551.0,51,133,0.383458646616,16,63,0.253968253968,17,28,0.607142857142,30,91,121,58,16,4,28,54,135,Dillon Jones,Thunder,Oklahoma City,Forward,6-5,235,USA,2001-10-29T00:00:00,2024,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1641794.png,2024-25,Carreer,
1627734,00,0.0,646,506,19898.0,4068,7266,0.559867877786,310,893,0.347144456886,1955,2680,0.72947761194,1749,5131,6880,3162,496,297,1662,2018,10401,Domantas Sabonis,Kings,Sacramento,Forward-Center,6-10,240,Lithuania,1996-05-03T00:00:00,2016,11,https://cdn.nba.com/headshots/nba/latest/1040x760/1627734.png,2024-25,Carreer,
1631230,00,0.0,96,5,1202.0,162,312,0.51923076923,10,40,0.25,68,100,0.68,126,174,300,79,31,49,29,150,402,Dominick Barlow,Hawks,Atlanta,Forward,6-8,215,USA,2003-05-26T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631230.png,2024-25,Carreer,
1642270,00,0.0,67,37,1323.0,180,334,0.538922155688,14,49,0.285714285714,62,104,0.596153846153,217,310,527,77,34,110,72,189,436,Donovan Clingan,Trail Blazers,Portland,Center,7-2,280,USA,2004-02-23T00:00:00,2024,7,https://cdn.nba.com/headshots/nba/latest/1040x760/1642270.png,2024-25,Carreer,
1628378,00,0.0,539,531,18244.0,4720,10512,0.44901065449,1618,4419,0.36614618692,2262,2692,0.840267459138,435,1889,2324,2530,740,173,1447,1300,13320,Donovan Mitchell,Cavaliers,Cleveland,Guard,6-3,215,USA,1996-09-07T00:00:00,2017,13,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png,2024-25,Carreer,
1628978,00,0.0,416,200,10612.0,1583,3710,0.426684636118,917,2415,0.379710144927,386,500,0.772,378,1405,1783,1199,495,112,596,745,4469,Donte DiVincenzo,Timberwolves,Minnesota,Guard,6-4,203,USA,1997-01-31T00:00:00,2018,17,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png,2024-25,Carreer,
1627827,00,0.0,591,444,16521.0,1793,4109,0.436359211486,920,2540,0.362204724409,403,561,0.718360071301,883,1789,2672,851,485,265,514,1283,4909,Dorian Finney-Smith,Lakers,Los Angeles,Forward,6-7,220,USA,1993-05-04T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png,2024-25,Carreer,
203926,00,0.0,697,97,13572.0,2248,4779,0.47039129525,984,2394,0.411027568922,518,644,0.804347826086,260,1195,1455,664,146,63,436,986,5998,Doug McDermott,Kings,Sacramento,Forward,6-6,225,USA,1992-01-03T00:00:00,2014,11,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,2024-25,Carreer,
203110,00,0.0,881,726,25281.0,2831,6299,0.449436418479,742,2318,0.320103537532,1261,1775,0.710422535211,964,5123,6087,4948,1183,888,2027,2536,7665,Draymond Green,Warriors,Golden State,Forward,6-6,230,USA,1990-03-04T00:00:00,2012,35,https://cdn.nba.com/headshots/nba/latest/1040x760/203110.png,2024-25,Carreer,
1629234,00,0.0,384,75,5884.0,876,1450,0.604137931034,21,53,0.396226415094,409,564,0.725177304964,533,1175,1708,369,135,313,324,605,2182,Drew Eubanks,Clippers,LA,Forward-Center,6-10,245,USA,1997-02-01T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png,2024-25,Carreer,
1641809,00,0.0,28,1,208.0,21,47,0.446808510638,16,38,0.421052631578,7,9,0.777777777777,9,32,41,14,7,2,9,19,65,Drew Peterson,Celtics,Boston,Forward,6-9,205,USA,1999-11-09T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641809.png,2024-25,Carreer,
1631166,00,0.0,9,2,253.0,45,102,0.441176470588,9,35,0.257142857142,10,16,0.625,17,48,65,20,4,1,15,21,109,Drew Timme,Nets,Brooklyn,Forward,6-10,235,USA,2000-09-09T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631166.png,2024-25,Carreer,
1629130,00,0.0,423,283,11012.0,1628,3751,0.434017595307,1202,3026,0.397224058162,340,389,0.874035989717,84,1029,1113,777,225,75,424,961,4798,Duncan Robinson,Heat,Miami,Forward,6-7,215,USA,1994-04-22T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,2024-25,Carreer,
1641871,00,0.0,114,20,1683.0,300,665,0.451127819548,122,351,0.347578347578,89,115,0.773913043478,137,205,342,93,45,52,68,202,811,Duop Reath,Trail Blazers,Portland,Center,6-9,245,South Sudan,1996-06-26T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641871.png,2024-25,Carreer,
203939,00,0.0,705,254,12565.0,1762,2916,0.604252400548,124,422,0.293838862559,1106,1502,0.736351531291,1091,1904,2995,732,416,309,466,1534,4754,Dwight Powell,Mavericks,Dallas,Forward-Center,6-10,240,Canada,1991-07-20T00:00:00,2014,45,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,2024-25,Carreer,
1630700,00,0.0,196,103,4971.0,681,1442,0.472260748959,149,456,0.326754385964,143,233,0.613733905579,222,651,873,631,357,91,271,375,1654,Dyson Daniels,Hawks,Atlanta,Guard,6-7,199,Australia,2003-03-17T00:00:00,2022,8,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png,2024-25,Carreer,
1630604,00,0.0,20,0,75.0,9,21,0.428571428571,3,15,0.2,4,4,1.0,3,11,14,4,3,3,4,13,25,E.J. Liddell,Bulls,Chicago,Forward,6-6,240,USA,2000-12-18T00:00:00,2022,41,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png,2024-25,Carreer,
203901,00,0.0,524,404,13894.0,2126,4788,0.4440267335,191,668,0.285928143712,678,1089,0.62258953168,538,1548,2086,3033,612,162,1143,1036,5121,Elfrid Payton,Pelicans,New Orleans,Guard,6-3,195,USA,1994-02-22T00:00:00,2014,10,https://cdn.nba.com/headshots/nba/latest/1040x760/203901.png,2024-25,Carreer,
1641989,00,0.0,10,0,138.0,11,35,0.314285714285,7,25,0.28,3,6,0.5,9,12,21,8,10,1,3,18,32,Elijah Harkless,Jazz,Utah,Guard,6-3,195,USA,2000-02-03T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641989.png,2024-25,Carreer,
1641801,00,0.0,6,0,24.0,4,8,0.5,0,1,0.0,2,2,1.0,4,4,8,2,1,0,0,3,10,Emanuel Miller,Bulls,Chicago,Forward,6-7,215,Canada,2000-06-19T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1641801.png,2024-25,Carreer,
1641734,00,0.0,25,0,207.0,28,87,0.321839080459,21,63,0.333333333333,1,4,0.25,1,20,21,18,2,3,10,9,78,Emoni Bates,Cavaliers,Cleveland,Forward,6-8,202,USA,2004-01-28T00:00:00,2023,49,https://cdn.nba.com/headshots/nba/latest/1040x760/1641734.png,2024-25,Carreer,
1642402,00,0.0,22,1,181.0,16,37,0.432432432432,1,10,0.1,13,19,0.684210526315,11,19,30,9,3,3,6,21,46,Enrique Freeman,Pacers,Indiana,Forward,6-7,220,USA,2000-07-29T00:00:00,2024,50,https://cdn.nba.com/headshots/nba/latest/1040x760/1642402.png,2024-25,Carreer,
201569,00,0.0,925,665,28885.0,4821,11214,0.429909042268,2084,5602,0.372009996429,2408,2974,0.80968392737,338,1775,2113,2508,776,325,1676,1610,14134,Eric Gordon,76ers,Philadelphia,Guard,6-3,215,USA,1988-12-25T00:00:00,2008,7,https://cdn.nba.com/headshots/nba/latest/1040x760/201569.png,2024-25,Carreer,
1630596,00,0.0,269,269,8745.0,1772,3235,0.547758887171,152,483,0.31469979296,716,1032,0.693798449612,605,1803,2408,784,222,419,514,640,4412,Evan Mobley,Cavaliers,Cleveland,Center,6-11,215,USA,2001-06-18T00:00:00,2021,3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png,2024-25,Carreer,
1641713,00,0.0,77,21,1691.0,315,762,0.413385826771,134,381,0.351706036745,144,193,0.746113989637,80,208,288,88,40,29,96,94,908,GG Jackson,Grizzlies,Memphis,Forward,6-9,210,USA,2004-12-17T00:00:00,2023,45,https://cdn.nba.com/headshots/nba/latest/1040x760/1641713.png,2024-25,Carreer,
202066,00,0.0,771,289,15462.0,1635,4090,0.399755501222,720,2105,0.342042755344,592,795,0.74465408805,318,1393,1711,1260,610,241,668,1364,4582,Garrett Temple,Raptors,Toronto,Guard-Forward,6-5,195,USA,1986-05-08T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png,2024-25,Carreer,
1629726,00,0.0,314,64,5485.0,583,1438,0.405424200278,467,1221,0.382473382473,404,482,0.838174273858,95,458,553,223,164,60,128,564,2037,Garrison Mathews,Hawks,Atlanta,Guard,6-6,215,USA,1996-10-24T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png,2024-25,Carreer,
203914,00,0.0,618,446,16666.0,2371,5318,0.445844302369,911,2468,0.369124797406,787,972,0.809670781893,349,1066,1415,1141,667,139,633,1066,6440,Gary Harris,Magic,Orlando,Guard,6-4,210,USA,1994-09-14T00:00:00,2014,19,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png,2024-25,Carreer,
1627780,00,0.0,270,51,4030.0,628,1127,0.557231588287,130,382,0.340314136125,95,152,0.625,237,526,763,312,261,78,161,462,1481,Gary Payton II,Warriors,Golden State,Guard,6-2,195,USA,1992-12-01T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png,2024-25,Carreer,
